Entity,Code,Year,"Crops - Cocoa, beans - 661 - Production - 5510 - tonnes"
Cote d'Ivoire,CIV,2007,1229908
Cote d'Ivoire,CIV,2008,1382441
Cote d'Ivoire,CIV,2009,1223153
Cote d'Ivoire,CIV,2010,1301347
Cote d'Ivoire,CIV,2011,1511255
Cote d'Ivoire,CIV,2012,1485882
Cote d'Ivoire,CIV,2013,1448992
Cote d'Ivoire,CIV,2014,1617841
Cote d'Ivoire,CIV,2015,1796000
Cote d'Ivoire,CIV,2016,1634000
Cote d'Ivoire,CIV,2017,2034000
Cote d'Ivoire,CIV,2018,1963949
Cuba,CUB,1961,2500
Cuba,CUB,1962,2387
Cuba,CUB,1963,2516
Cuba,CUB,1964,1204
Cuba,CUB,1965,2154
Cuba,CUB,1966,2019
Cuba,CUB,1967,1459
Cuba,CUB,1968,1939
Cuba,CUB,1969,1234
Cuba,CUB,1970,1330
Cuba,CUB,1971,1353
Cuba,CUB,1972,1900
Cuba,CUB,1973,1743
Cuba,CUB,1974,1356
Cuba,CUB,1975,1251
Cuba,CUB,1976,1353
Cuba,CUB,1977,1182
Cuba,CUB,1978,1582
Cuba,CUB,1979,1614
Cuba,CUB,1980,1242
Cuba,CUB,1981,1536
Cuba,CUB,1982,1706
Cuba,CUB,1983,1840
Cuba,CUB,1984,1923
Cuba,CUB,1985,1896
Cuba,CUB,1986,2102
Cuba,CUB,1987,2203
Cuba,CUB,1988,2259
Cuba,CUB,1989,2566
Cuba,CUB,1990,2428
Cuba,CUB,1991,1912
Cuba,CUB,1992,3000
Cuba,CUB,1993,1800
Cuba,CUB,1994,1334
Cuba,CUB,1995,2100
Cuba,CUB,1996,1900
Cuba,CUB,1997,1400
Cuba,CUB,1998,1900
Cuba,CUB,1999,1900
Cuba,CUB,2000,2900
Cuba,CUB,2001,1900
Cuba,CUB,2002,1301
Cuba,CUB,2003,1500
Cuba,CUB,2004,1846
Cuba,CUB,2005,2067
Cuba,CUB,2006,2120
Cuba,CUB,2007,1379
Cuba,CUB,2008,1100
Cuba,CUB,2009,1387
Cuba,CUB,2010,1709
Cuba,CUB,2011,1510
Cuba,CUB,2012,2027
Cuba,CUB,2013,1425
Cuba,CUB,2014,2188
Cuba,CUB,2015,1500
Cuba,CUB,2016,2058
Cuba,CUB,2017,231
Cuba,CUB,2018,1012
Democratic Republic of Congo,COD,1961,5800
Democratic Republic of Congo,COD,1962,6500
Democratic Republic of Congo,COD,1963,5600
Democratic Republic of Congo,COD,1964,4800
Democratic Republic of Congo,COD,1965,4300
Democratic Republic of Congo,COD,1966,5300
Democratic Republic of Congo,COD,1967,4900
Democratic Republic of Congo,COD,1968,4500
Democratic Republic of Congo,COD,1969,4900
Democratic Republic of Congo,COD,1970,6200
Democratic Republic of Congo,COD,1971,6300
Democratic Republic of Congo,COD,1972,6500
Democratic Republic of Congo,COD,1973,5700
Democratic Republic of Congo,COD,1974,5000
Democratic Republic of Congo,COD,1975,5300
Democratic Republic of Congo,COD,1976,5400
Democratic Republic of Congo,COD,1977,5200
Democratic Republic of Congo,COD,1978,4300
Democratic Republic of Congo,COD,1979,5700
Democratic Republic of Congo,COD,1980,5900
Democratic Republic of Congo,COD,1981,4513
Democratic Republic of Congo,COD,1982,4300
Democratic Republic of Congo,COD,1983,4300
Democratic Republic of Congo,COD,1984,4388
Democratic Republic of Congo,COD,1985,4530
Democratic Republic of Congo,COD,1986,6300
Democratic Republic of Congo,COD,1987,5500
Democratic Republic of Congo,COD,1988,6200
Democratic Republic of Congo,COD,1989,7100
Democratic Republic of Congo,COD,1990,7180
Democratic Republic of Congo,COD,1991,7270
Democratic Republic of Congo,COD,1992,7361
Democratic Republic of Congo,COD,1993,7453
Democratic Republic of Congo,COD,1994,7547
Democratic Republic of Congo,COD,1995,7551
Democratic Republic of Congo,COD,1996,7576
Democratic Republic of Congo,COD,1997,7207
Democratic Republic of Congo,COD,1998,6909
Democratic Republic of Congo,COD,1999,6565
Democratic Republic of Congo,COD,2000,6582
Democratic Republic of Congo,COD,2001,6235
Democratic Republic of Congo,COD,2002,5750
Democratic Republic of Congo,COD,2003,5710
Democratic Republic of Congo,COD,2004,5670
Democratic Republic of Congo,COD,2005,5630
Democratic Republic of Congo,COD,2006,5590
Democratic Republic of Congo,COD,2007,5590
Democratic Republic of Congo,COD,2008,5510
Democratic Republic of Congo,COD,2009,5470
Democratic Republic of Congo,COD,2010,5431
Democratic Republic of Congo,COD,2011,5392
Democratic Republic of Congo,COD,2012,2000
Democratic Republic of Congo,COD,2013,2000
Democratic Republic of Congo,COD,2014,2500
Democratic Republic of Congo,COD,2015,5000
Democratic Republic of Congo,COD,2016,4500
Democratic Republic of Congo,COD,2017,4057
Democratic Republic of Congo,COD,2018,3652
Dominica,DMA,1961,200
Dominica,DMA,1962,100
Dominica,DMA,1963,200
Dominica,DMA,1964,200
Dominica,DMA,1965,100
Dominica,DMA,1966,100
Dominica,DMA,1967,100
Dominica,DMA,1968,100
Dominica,DMA,1969,100
Dominica,DMA,1970,100
Dominica,DMA,1971,100
Dominica,DMA,1972,180
Dominica,DMA,1973,200
Dominica,DMA,1974,250
Dominica,DMA,1975,290
Dominica,DMA,1976,320
Dominica,DMA,1977,670
Dominica,DMA,1978,705
Dominica,DMA,1979,428
Dominica,DMA,1980,428
Dominica,DMA,1981,428
Dominica,DMA,1982,492
Dominica,DMA,1983,275
Dominica,DMA,1984,240
Dominica,DMA,1985,220
Dominica,DMA,1986,180
Dominica,DMA,1987,155
Dominica,DMA,1988,120
Dominica,DMA,1989,124
Dominica,DMA,1990,139
Dominica,DMA,1991,75
Dominica,DMA,1992,139
Dominica,DMA,1993,105
Dominica,DMA,1994,177
Dominica,DMA,1995,155
Dominica,DMA,1996,100
Dominica,DMA,1997,230
Dominica,DMA,1998,165
Dominica,DMA,1999,200
Dominica,DMA,2000,200
Dominica,DMA,2001,203
Dominica,DMA,2002,205
Dominica,DMA,2003,220
Dominica,DMA,2004,217
Dominica,DMA,2005,220
Dominica,DMA,2006,220
Dominica,DMA,2007,225
Dominica,DMA,2008,100
Dominica,DMA,2009,100
Dominica,DMA,2010,800
Dominica,DMA,2011,300
Dominica,DMA,2012,200
Dominica,DMA,2013,268
Dominica,DMA,2014,287
Dominica,DMA,2015,284
Dominica,DMA,2016,285
Dominica,DMA,2017,290
Dominica,DMA,2018,294
Dominican Republic,DOM,1961,34850
Dominican Republic,DOM,1962,33230
Dominican Republic,DOM,1963,38036
Dominican Republic,DOM,1964,41223
Dominican Republic,DOM,1965,25000
Dominican Republic,DOM,1966,27990
Dominican Republic,DOM,1967,25908
Dominican Republic,DOM,1968,27266
Dominican Republic,DOM,1969,25823
Dominican Republic,DOM,1970,37924
Dominican Republic,DOM,1971,32470
Dominican Republic,DOM,1972,36093
Dominican Republic,DOM,1973,35900
Dominican Republic,DOM,1974,38300
Dominican Republic,DOM,1975,30909
Dominican Republic,DOM,1976,33100
Dominican Republic,DOM,1977,34474
Dominican Republic,DOM,1978,36960
Dominican Republic,DOM,1979,35916
Dominican Republic,DOM,1980,28481
Dominican Republic,DOM,1981,31920
Dominican Republic,DOM,1982,34921
Dominican Republic,DOM,1983,42826
Dominican Republic,DOM,1984,42596
Dominican Republic,DOM,1985,34506
Dominican Republic,DOM,1986,36231
Dominican Republic,DOM,1987,43102
Dominican Republic,DOM,1988,41481
Dominican Republic,DOM,1989,48668
Dominican Republic,DOM,1990,43157
Dominican Republic,DOM,1991,48860
Dominican Republic,DOM,1992,50376
Dominican Republic,DOM,1993,53980
Dominican Republic,DOM,1994,62385
Dominican Republic,DOM,1995,59398
Dominican Republic,DOM,1996,62938
Dominican Republic,DOM,1997,52456
Dominican Republic,DOM,1998,59291
Dominican Republic,DOM,1999,25861
Dominican Republic,DOM,2000,37107
Dominican Republic,DOM,2001,44908
Dominican Republic,DOM,2002,45468
Dominican Republic,DOM,2003,46698
Dominican Republic,DOM,2004,47318
Dominican Republic,DOM,2005,31361
Dominican Republic,DOM,2006,45912
Dominican Republic,DOM,2007,42154
Dominican Republic,DOM,2008,45291
Dominican Republic,DOM,2009,54994
Dominican Republic,DOM,2010,58334
Dominican Republic,DOM,2011,54279
Dominican Republic,DOM,2012,72225
Dominican Republic,DOM,2013,68021
Dominican Republic,DOM,2014,69913
Dominican Republic,DOM,2015,75500
Dominican Republic,DOM,2016,81246
Dominican Republic,DOM,2017,86599
Dominican Republic,DOM,2018,85139
Eastern Africa,,1961,1111
Eastern Africa,,1962,859
Eastern Africa,,1963,671
Eastern Africa,,1964,762
Eastern Africa,,1965,803
Eastern Africa,,1966,936
Eastern Africa,,1967,1097
Eastern Africa,,1968,1353
Eastern Africa,,1969,1483
Eastern Africa,,1970,1689
Eastern Africa,,1971,1701
Eastern Africa,,1972,2080
Eastern Africa,,1973,2019
Eastern Africa,,1974,2398
Eastern Africa,,1975,2401
Eastern Africa,,1976,2572
Eastern Africa,,1977,2283
Eastern Africa,,1978,3315
Eastern Africa,,1979,3008
Eastern Africa,,1980,2856
Eastern Africa,,1981,2949
Eastern Africa,,1982,3174
Eastern Africa,,1983,3425
Eastern Africa,,1984,4736
Eastern Africa,,1985,3741
Eastern Africa,,1986,4081
Eastern Africa,,1987,5203
Eastern Africa,,1988,5829
Eastern Africa,,1989,6415
Eastern Africa,,1990,6746
Eastern Africa,,1991,6811
Eastern Africa,,1992,7524
Eastern Africa,,1993,8023
Eastern Africa,,1994,5523
Eastern Africa,,1995,8723
Eastern Africa,,1996,9324
Eastern Africa,,1997,10224
Eastern Africa,,1998,10324
Eastern Africa,,1999,11517
Eastern Africa,,2000,10471
Eastern Africa,,2001,10686
Eastern Africa,,2002,11937
Eastern Africa,,2003,12737
Eastern Africa,,2004,12436
Eastern Africa,,2005,15889
Eastern Africa,,2006,21287
Eastern Africa,,2007,23501
Eastern Africa,,2008,26497
Eastern Africa,,2009,31534
Eastern Africa,,2010,33036
Eastern Africa,,2011,34037
Eastern Africa,,2012,33039
Eastern Africa,,2013,35040
Eastern Africa,,2014,44364
Eastern Africa,,2015,46644
Eastern Africa,,2016,48633
Eastern Africa,,2017,47069
Eastern Africa,,2018,47817
Ecuador,ECU,1961,44100
Ecuador,ECU,1962,44300
Ecuador,ECU,1963,44300
Ecuador,ECU,1964,37800
Ecuador,ECU,1965,49900
Ecuador,ECU,1966,50764
Ecuador,ECU,1967,61236
Ecuador,ECU,1968,81724
Ecuador,ECU,1969,47993
Ecuador,ECU,1970,53584
Ecuador,ECU,1971,70806
Ecuador,ECU,1972,67784
Ecuador,ECU,1973,63374
Ecuador,ECU,1974,91039
Ecuador,ECU,1975,75272
Ecuador,ECU,1976,65192
Ecuador,ECU,1977,72120
Ecuador,ECU,1978,72085
Ecuador,ECU,1979,77407
Ecuador,ECU,1980,91215
Ecuador,ECU,1981,80460
Ecuador,ECU,1982,96941
Ecuador,ECU,1983,45000
Ecuador,ECU,1984,77000
Ecuador,ECU,1985,130772
Ecuador,ECU,1986,89913
Ecuador,ECU,1987,57529
Ecuador,ECU,1988,85110
Ecuador,ECU,1989,82880
Ecuador,ECU,1990,96722
Ecuador,ECU,1991,90403
Ecuador,ECU,1992,93999
Ecuador,ECU,1993,82729
Ecuador,ECU,1994,81163
Ecuador,ECU,1995,85505
Ecuador,ECU,1996,89928
Ecuador,ECU,1997,90870
Ecuador,ECU,1998,35006
Ecuador,ECU,1999,94687
Ecuador,ECU,2000,64991
Ecuador,ECU,2001,76030
Ecuador,ECU,2002,60268
Ecuador,ECU,2003,88263
Ecuador,ECU,2004,89680
Ecuador,ECU,2005,93658
Ecuador,ECU,2006,87561
Ecuador,ECU,2007,85891
Ecuador,ECU,2008,94300
Ecuador,ECU,2009,120581
Ecuador,ECU,2010,132099
Ecuador,ECU,2011,224163
Ecuador,ECU,2012,133323
Ecuador,ECU,2013,128446
Ecuador,ECU,2014,156216
Ecuador,ECU,2015,180192
Ecuador,ECU,2016,177551
Ecuador,ECU,2017,205955
Ecuador,ECU,2018,235182
El Salvador,SLV,1961,300
El Salvador,SLV,1962,300
El Salvador,SLV,1963,300
El Salvador,SLV,1964,300
El Salvador,SLV,1965,300
El Salvador,SLV,1966,300
El Salvador,SLV,1967,300
El Salvador,SLV,1968,300
El Salvador,SLV,1969,300
El Salvador,SLV,1970,300
El Salvador,SLV,1971,206
El Salvador,SLV,1972,300
El Salvador,SLV,1973,300
El Salvador,SLV,1974,298
El Salvador,SLV,1975,250
El Salvador,SLV,1976,250
El Salvador,SLV,1977,298
El Salvador,SLV,1978,306
El Salvador,SLV,1979,310
El Salvador,SLV,1980,320
El Salvador,SLV,1981,330
El Salvador,SLV,1982,400
El Salvador,SLV,1983,400
El Salvador,SLV,1984,400
El Salvador,SLV,1985,400
El Salvador,SLV,1986,400
El Salvador,SLV,1987,400
El Salvador,SLV,1988,400
El Salvador,SLV,1989,400
El Salvador,SLV,1990,483
El Salvador,SLV,1991,93
El Salvador,SLV,1992,100
El Salvador,SLV,1993,106
El Salvador,SLV,1994,113
El Salvador,SLV,1995,120
El Salvador,SLV,1996,126
El Salvador,SLV,1997,133
El Salvador,SLV,1998,138
El Salvador,SLV,1999,141
El Salvador,SLV,2000,150
El Salvador,SLV,2001,160
El Salvador,SLV,2002,170
El Salvador,SLV,2003,170
El Salvador,SLV,2004,190
El Salvador,SLV,2005,180
El Salvador,SLV,2006,175
El Salvador,SLV,2007,180
El Salvador,SLV,2008,160
El Salvador,SLV,2009,180
El Salvador,SLV,2010,190
El Salvador,SLV,2011,179
El Salvador,SLV,2012,180
El Salvador,SLV,2013,185
El Salvador,SLV,2014,366
El Salvador,SLV,2015,363
El Salvador,SLV,2016,364
El Salvador,SLV,2017,350
El Salvador,SLV,2018,189
Equatorial Guinea,GNQ,1961,26000
Equatorial Guinea,GNQ,1962,30900
Equatorial Guinea,GNQ,1963,33000
Equatorial Guinea,GNQ,1964,35100
Equatorial Guinea,GNQ,1965,35400
Equatorial Guinea,GNQ,1966,38200
Equatorial Guinea,GNQ,1967,33600
Equatorial Guinea,GNQ,1968,38000
Equatorial Guinea,GNQ,1969,28000
Equatorial Guinea,GNQ,1970,35000
Equatorial Guinea,GNQ,1971,22000
Equatorial Guinea,GNQ,1972,10000
Equatorial Guinea,GNQ,1973,12000
Equatorial Guinea,GNQ,1974,13000
Equatorial Guinea,GNQ,1975,10000
Equatorial Guinea,GNQ,1976,6000
Equatorial Guinea,GNQ,1977,6000
Equatorial Guinea,GNQ,1978,6000
Equatorial Guinea,GNQ,1979,6000
Equatorial Guinea,GNQ,1980,8000
Equatorial Guinea,GNQ,1981,9900
Equatorial Guinea,GNQ,1982,7000
Equatorial Guinea,GNQ,1983,6600
Equatorial Guinea,GNQ,1984,7000
Equatorial Guinea,GNQ,1985,6000
Equatorial Guinea,GNQ,1986,6200
Equatorial Guinea,GNQ,1987,8300
Equatorial Guinea,GNQ,1988,8190
Equatorial Guinea,GNQ,1989,6570
Equatorial Guinea,GNQ,1990,6793
Equatorial Guinea,GNQ,1991,5673
Equatorial Guinea,GNQ,1992,4298
Equatorial Guinea,GNQ,1993,2957
Equatorial Guinea,GNQ,1994,3214
Equatorial Guinea,GNQ,1995,4248
Equatorial Guinea,GNQ,1996,4318
Equatorial Guinea,GNQ,1997,5018
Equatorial Guinea,GNQ,1998,4356
Equatorial Guinea,GNQ,1999,5500
Equatorial Guinea,GNQ,2000,4900
Equatorial Guinea,GNQ,2001,4000
Equatorial Guinea,GNQ,2002,2013
Equatorial Guinea,GNQ,2003,2422
Equatorial Guinea,GNQ,2004,3000
Equatorial Guinea,GNQ,2005,3000
Equatorial Guinea,GNQ,2006,2000
Equatorial Guinea,GNQ,2007,2500
Equatorial Guinea,GNQ,2008,2000
Equatorial Guinea,GNQ,2009,1200
Equatorial Guinea,GNQ,2010,1200
Equatorial Guinea,GNQ,2011,900
Equatorial Guinea,GNQ,2012,700
Equatorial Guinea,GNQ,2013,700
Equatorial Guinea,GNQ,2014,673
Equatorial Guinea,GNQ,2015,691
Equatorial Guinea,GNQ,2016,688
Equatorial Guinea,GNQ,2017,684
Equatorial Guinea,GNQ,2018,688
Fiji,FJI,1961,15
Fiji,FJI,1962,15
Fiji,FJI,1963,20
Fiji,FJI,1964,40
Fiji,FJI,1965,35
Fiji,FJI,1966,45
Fiji,FJI,1967,36
Fiji,FJI,1968,80
Fiji,FJI,1969,60
Fiji,FJI,1970,59
Fiji,FJI,1971,80
Fiji,FJI,1972,89
Fiji,FJI,1973,22
Fiji,FJI,1974,49
Fiji,FJI,1975,72
Fiji,FJI,1976,88
Fiji,FJI,1977,97
Fiji,FJI,1978,123
Fiji,FJI,1979,144
Fiji,FJI,1980,137
Fiji,FJI,1981,185
Fiji,FJI,1982,130
Fiji,FJI,1983,224
Fiji,FJI,1984,235
Fiji,FJI,1985,225
Fiji,FJI,1986,286
Fiji,FJI,1987,468
Fiji,FJI,1988,238
Fiji,FJI,1989,375
Fiji,FJI,1990,406
Fiji,FJI,1991,363
Fiji,FJI,1992,327
Fiji,FJI,1993,152
Fiji,FJI,1994,163
Fiji,FJI,1995,100
Fiji,FJI,1996,126
Fiji,FJI,1997,72
Fiji,FJI,1998,146
Fiji,FJI,1999,148
Fiji,FJI,2000,15
Fiji,FJI,2001,5
Fiji,FJI,2002,16
Fiji,FJI,2003,15
Fiji,FJI,2004,12
Fiji,FJI,2005,15
Fiji,FJI,2006,12
Fiji,FJI,2007,14
Fiji,FJI,2008,13
Fiji,FJI,2009,5
Fiji,FJI,2010,4
Fiji,FJI,2011,1
Fiji,FJI,2012,26
Fiji,FJI,2013,23
Fiji,FJI,2014,9
Fiji,FJI,2015,7
Fiji,FJI,2016,3
Fiji,FJI,2017,12
Fiji,FJI,2018,16
Gabon,GAB,1961,3190
Gabon,GAB,1962,3360
Gabon,GAB,1963,3600
Gabon,GAB,1964,4000
Gabon,GAB,1965,2170
Gabon,GAB,1966,4296
Gabon,GAB,1967,4061
Gabon,GAB,1968,4751
Gabon,GAB,1969,4366
Gabon,GAB,1970,6095
Gabon,GAB,1971,5031
Gabon,GAB,1972,5030
Gabon,GAB,1973,5151
Gabon,GAB,1974,4869
Gabon,GAB,1975,4549
Gabon,GAB,1976,3573
Gabon,GAB,1977,3573
Gabon,GAB,1978,3710
Gabon,GAB,1979,4754
Gabon,GAB,1980,3814
Gabon,GAB,1981,2850
Gabon,GAB,1982,2900
Gabon,GAB,1983,2500
Gabon,GAB,1984,1595
Gabon,GAB,1985,1500
Gabon,GAB,1986,1628
Gabon,GAB,1987,1574
Gabon,GAB,1988,1802
Gabon,GAB,1989,1800
Gabon,GAB,1990,1502
Gabon,GAB,1991,1802
Gabon,GAB,1992,2925
Gabon,GAB,1993,1966
Gabon,GAB,1994,718
Gabon,GAB,1995,774
Gabon,GAB,1996,1022
Gabon,GAB,1997,686
Gabon,GAB,1998,500
Gabon,GAB,1999,700
Gabon,GAB,2000,500
Gabon,GAB,2001,600
Gabon,GAB,2002,500
Gabon,GAB,2003,600
Gabon,GAB,2004,200
Gabon,GAB,2005,300
Gabon,GAB,2006,200
Gabon,GAB,2007,100
Gabon,GAB,2008,200
Gabon,GAB,2009,200
Gabon,GAB,2010,100
Gabon,GAB,2011,600
Gabon,GAB,2012,100
Gabon,GAB,2013,200
Gabon,GAB,2014,219
Gabon,GAB,2015,173
Gabon,GAB,2016,197
Gabon,GAB,2017,176
Gabon,GAB,2018,176
Ghana,GHA,1961,415200
Ghana,GHA,1962,428100
Ghana,GHA,1963,427800
Ghana,GHA,1964,580500
Ghana,GHA,1965,415800
Ghana,GHA,1966,381100
Ghana,GHA,1967,423500
Ghana,GHA,1968,327000
Ghana,GHA,1969,414300
Ghana,GHA,1970,406000
Ghana,GHA,1971,470000
Ghana,GHA,1972,415700
Ghana,GHA,1973,343000
Ghana,GHA,1974,385100
Ghana,GHA,1975,397300
Ghana,GHA,1976,326700
Ghana,GHA,1977,277400
Ghana,GHA,1978,268200
Ghana,GHA,1979,280800
Ghana,GHA,1980,277200
Ghana,GHA,1981,246500
Ghana,GHA,1982,202500
Ghana,GHA,1983,168100
Ghana,GHA,1984,166700
Ghana,GHA,1985,194400
Ghana,GHA,1986,226400
Ghana,GHA,1987,188170
Ghana,GHA,1988,246700
Ghana,GHA,1989,295052
Ghana,GHA,1990,293355
Ghana,GHA,1991,241796
Ghana,GHA,1992,312122
Ghana,GHA,1993,254652
Ghana,GHA,1994,288075
Ghana,GHA,1995,403900
Ghana,GHA,1996,403000
Ghana,GHA,1997,322490
Ghana,GHA,1998,409360
Ghana,GHA,1999,434200
Ghana,GHA,2000,436600
Ghana,GHA,2001,389591
Ghana,GHA,2002,340562
Ghana,GHA,2003,497000
Ghana,GHA,2004,737000
Ghana,GHA,2005,740000
Ghana,GHA,2006,734000
Ghana,GHA,2007,614500
Ghana,GHA,2008,680781
Ghana,GHA,2009,710638
Ghana,GHA,2010,632037
Ghana,GHA,2011,700020
Ghana,GHA,2012,879348
Ghana,GHA,2013,835466
Ghana,GHA,2014,858720
Ghana,GHA,2015,858720
Ghana,GHA,2016,858720
Ghana,GHA,2017,893598
Ghana,GHA,2018,947632
Grenada,GRD,1961,2500
Grenada,GRD,1962,2800
Grenada,GRD,1963,2600
Grenada,GRD,1964,2800
Grenada,GRD,1965,2300
Grenada,GRD,1966,2200
Grenada,GRD,1967,2760
Grenada,GRD,1968,2826
Grenada,GRD,1969,3056
Grenada,GRD,1970,2926
Grenada,GRD,1971,2866
Grenada,GRD,1972,2511
Grenada,GRD,1973,2424
Grenada,GRD,1974,2386
Grenada,GRD,1975,2411
Grenada,GRD,1976,2713
Grenada,GRD,1977,2134
Grenada,GRD,1978,2436
Grenada,GRD,1979,2625
Grenada,GRD,1980,2131
Grenada,GRD,1981,2517
Grenada,GRD,1982,2279
Grenada,GRD,1983,2367
Grenada,GRD,1984,2500
Grenada,GRD,1985,2166
Grenada,GRD,1986,1729
Grenada,GRD,1987,1753
Grenada,GRD,1988,1422
Grenada,GRD,1989,1472
Grenada,GRD,1990,1950
Grenada,GRD,1991,1671
Grenada,GRD,1992,1355
Grenada,GRD,1993,1598
Grenada,GRD,1994,1462
Grenada,GRD,1995,1591
Grenada,GRD,1996,1712
Grenada,GRD,1997,1609
Grenada,GRD,1998,1419
Grenada,GRD,1999,974
Grenada,GRD,2000,1196
Grenada,GRD,2001,688
Grenada,GRD,2002,876
Grenada,GRD,2003,617
Grenada,GRD,2004,763
Grenada,GRD,2005,47
Grenada,GRD,2006,90
Grenada,GRD,2007,226
Grenada,GRD,2008,400
Grenada,GRD,2009,500
Grenada,GRD,2010,500
Grenada,GRD,2011,700
Grenada,GRD,2012,800
Grenada,GRD,2013,900
Grenada,GRD,2014,900
Grenada,GRD,2015,700
Grenada,GRD,2016,600
Grenada,GRD,2017,800
Grenada,GRD,2018,700
Guadeloupe,GLP,1961,100
Guadeloupe,GLP,1962,200
Guadeloupe,GLP,1963,200
Guadeloupe,GLP,1964,133
Guadeloupe,GLP,1965,150
Guadeloupe,GLP,1966,114
Guadeloupe,GLP,1967,100
Guadeloupe,GLP,1968,100
Guadeloupe,GLP,1969,100
Guadeloupe,GLP,1970,100
Guadeloupe,GLP,1971,100
Guadeloupe,GLP,1972,100
Guadeloupe,GLP,1973,80
Guadeloupe,GLP,1974,80
Guadeloupe,GLP,1975,78
Guadeloupe,GLP,1976,78
Guadeloupe,GLP,1977,50
Guadeloupe,GLP,1978,50
Guadeloupe,GLP,1979,10
Guadeloupe,GLP,1980,20
Guadeloupe,GLP,1981,5
Guadeloupe,GLP,1982,5
Guadeloupe,GLP,1983,5
Guadeloupe,GLP,1984,5
Guadeloupe,GLP,1985,5
Guadeloupe,GLP,1986,5
Guadeloupe,GLP,1987,5
Guadeloupe,GLP,1988,5
Guadeloupe,GLP,1989,5
Guadeloupe,GLP,1990,4
Guadeloupe,GLP,1991,2
Guadeloupe,GLP,1992,3
Guadeloupe,GLP,1993,0
Guadeloupe,GLP,1994,0
Guadeloupe,GLP,1995,0
Guadeloupe,GLP,1996,0
Guadeloupe,GLP,1997,0
Guadeloupe,GLP,1998,0
Guadeloupe,GLP,1999,0
Guadeloupe,GLP,2000,0
Guadeloupe,GLP,2001,0
Guadeloupe,GLP,2002,0
Guadeloupe,GLP,2003,0
Guadeloupe,GLP,2004,0
Guadeloupe,GLP,2005,0
Guadeloupe,GLP,2006,0
Guadeloupe,GLP,2007,0
Guadeloupe,GLP,2008,0
Guadeloupe,GLP,2009,0
Guadeloupe,GLP,2010,0
Guadeloupe,GLP,2011,0
Guadeloupe,GLP,2012,0
Guadeloupe,GLP,2013,0
Guadeloupe,GLP,2014,0
Guadeloupe,GLP,2015,0
Guadeloupe,GLP,2016,0
Guadeloupe,GLP,2017,0
Guadeloupe,GLP,2018,0
Guatemala,GTM,1961,500
Guatemala,GTM,1962,500
Guatemala,GTM,1963,500
Guatemala,GTM,1964,600
Guatemala,GTM,1965,600
Guatemala,GTM,1966,600
Guatemala,GTM,1967,800
Guatemala,GTM,1968,600
Guatemala,GTM,1969,500
Guatemala,GTM,1970,600
Guatemala,GTM,1971,700
Guatemala,GTM,1972,800
Guatemala,GTM,1973,800
Guatemala,GTM,1974,800
Guatemala,GTM,1975,603
Guatemala,GTM,1976,704
Guatemala,GTM,1977,3795
Guatemala,GTM,1978,4522
Guatemala,GTM,1979,1679
Guatemala,GTM,1980,1132
Guatemala,GTM,1981,1100
Guatemala,GTM,1982,1200
Guatemala,GTM,1983,1290
Guatemala,GTM,1984,1679
Guatemala,GTM,1985,2300
Guatemala,GTM,1986,2200
Guatemala,GTM,1987,2443
Guatemala,GTM,1988,1990
Guatemala,GTM,1989,3009
Guatemala,GTM,1990,3000
Guatemala,GTM,1991,2934
Guatemala,GTM,1992,2800
Guatemala,GTM,1993,2544
Guatemala,GTM,1994,2576
Guatemala,GTM,1995,2392
Guatemala,GTM,1996,2461
Guatemala,GTM,1997,2364
Guatemala,GTM,1998,2392
Guatemala,GTM,1999,2381
Guatemala,GTM,2000,2336
Guatemala,GTM,2001,6840
Guatemala,GTM,2002,7498
Guatemala,GTM,2003,7933
Guatemala,GTM,2004,8215
Guatemala,GTM,2005,8569
Guatemala,GTM,2006,9085
Guatemala,GTM,2007,10129
Guatemala,GTM,2008,10414
Guatemala,GTM,2009,10591
Guatemala,GTM,2010,10713
Guatemala,GTM,2011,11594
Guatemala,GTM,2012,11666
Guatemala,GTM,2013,12569
Guatemala,GTM,2014,11204
Guatemala,GTM,2015,11331
Guatemala,GTM,2016,11567
Guatemala,GTM,2017,11748
Guatemala,GTM,2018,12042
Guinea,GIN,1961,1500
Guinea,GIN,1962,1800
Guinea,GIN,1963,1800
Guinea,GIN,1964,2000
Guinea,GIN,1965,2000
Guinea,GIN,1966,2000
Guinea,GIN,1967,2000
Guinea,GIN,1968,2000
Guinea,GIN,1969,2000
Guinea,GIN,1970,2000
Guinea,GIN,1971,2000
Guinea,GIN,1972,2000
Guinea,GIN,1973,2000
Guinea,GIN,1974,2000
Guinea,GIN,1975,3000
Guinea,GIN,1976,4000
Guinea,GIN,1977,4000
Guinea,GIN,1978,4000
Guinea,GIN,1979,4000
Guinea,GIN,1980,4000
Guinea,GIN,1981,4000
Guinea,GIN,1982,4000
Guinea,GIN,1983,4000
Guinea,GIN,1984,4000
Guinea,GIN,1985,4000
Guinea,GIN,1986,3000
Guinea,GIN,1987,3000
Guinea,GIN,1988,2500
Guinea,GIN,1989,3400
Guinea,GIN,1990,1800
Guinea,GIN,1991,2116
Guinea,GIN,1992,1980
Guinea,GIN,1993,3968
Guinea,GIN,1994,4500
Guinea,GIN,1995,4500
Guinea,GIN,1996,4500
Guinea,GIN,1997,6300
Guinea,GIN,1998,9000
Guinea,GIN,1999,5100
Guinea,GIN,2000,3300
